Item Code,Brand,Category Name,Sub Category Name,UPCItem,UPCCase,Item Description,Size,Store Pack,ADV_Brand,ADV_Category,ADV_SubCategory,ADV_ItemDescrip,ADV_ItemUPC,ADV_CaseUPC10,ADV_Size,ADV_StorePack,RptLvlFilter
204089,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004089,5210004106,GRILL MATES DRY RUB MESQUITE,4.87 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES DRY RUB MESQUITE,5210004089,5210004106,4.87 OZ,6,INCLUDE
204091,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004091,5210004144,GRILL MATES DRY RUB SWEET AND SMOKY,5.37 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES DRY RUB SWEET AND SMOKY,5210004091,null,null,6,INCLUDE
204095,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004095,5210004109,GRILL MATES DRY RUB HONEY HICKORY,5.75 OZ,6,null,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES DRY RUB HONEY HICKORY,5210004095,5210004109,5.75 OZ,6,INCLUDE
204096,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004096,5210004136,GRILL MATES DRY RUB APPLEWOOD,6 OZ,6,MCCORMICK,null,DRY SEASONING MIX,null,5210004096,5210004136,6 OZ,6,INCLUDE
204115,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,5210004115,5210004135,APS HIMALAYAN PINK SALT W BLACK PEPPER AND GARLIC,6.5 OZ,6,MCCORMICK,null,null,APS HIMALAYAN PINK SALT W BLACK PEPPER AND GARLIC,5210004115,null,null,6,INCLUDE
204303,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210004303,5210004303,ORGANIC GROUND BLACK PEPPER,3 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,null,5210004303,5210004303,3 OZ,null,INCLUDE
204546,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004546,5210004546,ONE SKILLET BEEF STIR FRY,1.25 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,null,5210004546,5210004546,null,null,INCLUDE
204547,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004547,5210004547,ONE SKILLET SOUTHWEST CHICKEN,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,ONE SKILLET SOUTHWEST CHICKEN,5210004547,null,1 OZ,12,INCLUDE
204548,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004548,5210004548,ONE SKILLET TUSCAN CHICKEN,.87 OZ,12,null,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,ONE SKILLET TUSCAN CHICKEN,5210004548,null,null,12,INCLUDE
204549,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004549,5210004549,ONE SHEET PAN BOURBON PORK TENDERLOIN,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,ONE SHEET PAN BOURBON PORK TENDERLOIN,null,5210004549,null,12,INCLUDE
204550,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004550,5210004550,ONE SHEET PAN NEW ORLEANS SAUSAGE,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,ONE SHEET PAN NEW ORLEANS SAUSAGE,null,5210004550,1 OZ,null,INCLUDE
204551,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004551,5210004551,ONE SHEET PAN CHICKEN PARMESAN,1.5 OZ,12,null,null,null,ONE SHEET PAN CHICKEN PARMESAN,5210004551,5210004551,1.5 OZ,null,INCLUDE
204553,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004553,5210004553,ONE SHEET PAN FARMERS MARKET CHICKEN,1.25 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,ONE SHEET PAN FARMERS MARKET CHICKEN,5210004553,null,null,12,INCLUDE
204554,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004554,5210004554,ONE SHEET PAN GLAZED SALMON,1.12 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,ONE SHEET PAN GLAZED SALMON,null,5210004554,1.12 Z,12,INCLUDE
204555,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004555,5210004555,ONE SKILLET CREAMY CHICKEN,1 OZ,12,MCCORMICK,null,DRY SEASONING MIX,ONE SKILLET CREAMY CHICKEN,5210004555,5210004555,1 OZ,12,INCLUDE
204703,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150004703,2150004703,BLACK PEPPER SEASONED SALT,5 OZ,12,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,BLACK PEPPER SEASONED SALT,null,2150004703,5 OZ,12,INCLUDE
204991,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,5210004995,5210004995,MEXICAN TACO TRUCK SEASONING HINT OF SEA SALT,4.27 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,MEXICAN TACO TRUCK SEASONING HINT OF SEA SALT,5210004995,5210004995,4.27 Z,6,INCLUDE
204993,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,5210004993,5210004993,NEAPOLITAN PIZZA SEASONING HINT OF SEA SALT,3.53 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",null,null,null,5210004993,3.53 Z,6,INCLUDE
205087,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005087,5210005087,GRILLMATE BLACK GARLIC PARMESAN MARINADE MIX,1 OZ,12,null,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILLMATE BLACK GARLIC PARMESAN MARINADE MIX,null,5210005087,1 OZ,12,INCLUDE
205090,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005090,5210005090,GRILLMATE SMOKEY BACON BBQ MARINADE MIX,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,null,5210005090,5210005090,1 OZ,12,INCLUDE
205231,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210005231,5210005231,GROUND BLACK PEPPER,3 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,GROUND BLACK PEPPER,5210005231,5210005231,3 OZ,12,INCLUDE
205275,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005275,5210005275,AIR FRYER GARLIC PARMESAN SEASONING MIX,1.25 OZ,12,null,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,AIR FRYER GARLIC PARMESAN SEASONING MIX,5210005275,5210005275,null,12,INCLUDE
205276,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005276,5210005276,AIR FRYER LOADED SEASONING MIX,1.25 OZ,12,null,null,null,AIR FRYER LOADED SEASONING MIX,5210005276,5210005276,null,12,INCLUDE
205277,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005277,5210005277,AIR FRYER BUFFALO SEASONING MIX,1.25 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,null,5210005277,5210005277,1.25 OZ,12,INCLUDE
205409,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005409,5210005409,GRILL MATES HOT N SPICY CHICKEN SEASONING,3 OZ,6,null,"SALT, SEASONINGS, SPICES",null,null,5210005409,5210005409,3 OZ,6,INCLUDE
205411,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005411,5210005411,GRILL MATES SMASH BURGER SEASONING,2.85Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILL MATES SMASH BURGER SEASONING,5210005411,5210005411,2.85Z,6,INCLUDE
205413,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005413,5210005413,GRILL MATES GARLIC BUTTER SEASONING,3.1 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILL MATES GARLIC BUTTER SEASONING,5210005413,5210005413,3.1 Z,6,INCLUDE
205451,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005451,5210005451,INSTANT POT LEMON GARLIC CHICKEN SEASONING MIX,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,null,5210005451,5210005451,1 OZ,12,INCLUDE
206000,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210002183,5210002183,SLOW COOKERS FIESTA CHICKEN,1.5 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,SLOW COOKERS FIESTA CHICKEN,5210002183,5210002183,1.5 OZ,12,INCLUDE
206005,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210002825,5210002825,GRILL MATES BURGER SAUCE MONTREAL STEAK,2.83OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES BURGER SAUCE MONTREAL STEAK,5210002825,5210002825,2.83OZ,null,INCLUDE
206006,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210002824,5210002824,GRILL MATES BURGER SAUCE BROWN SUGAR BOURBON,2.83OZ,6,MCCORMICK,null,DRY SEASONING MIX,GRILL MATES BURGER SAUCE BROWN SUGAR BOURBON,5210002824,5210002824,2.83OZ,null,INCLUDE
206007,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210002822,5210002822,GRILL MATES BURGER SAUCE SWEET MESQUITE ONION,2.83OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES BURGER SAUCE SWEET MESQUITE ONION,5210002822,null,2.83OZ,6,INCLUDE
208124,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909535,7142909535,NEW ORLEANS STYLE DIRTY RICE MIX,8 OZ,12,ZATARAINS,"VEGETABLES, DRIED",null,NEW ORLEANS STYLE DIRTY RICE MIX,7142909535,null,8 OZ,null,INCLUDE
208136,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901306,7142901455,GLUTEN FREE CILANTRO LIME RICE,6.9 OZ,12,ZATARAINS,"VEGETABLES, DRIED",null,GLUTEN FREE CILANTRO LIME RICE,7142901306,7142901455,6.9 OZ,12,INCLUDE
208181,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909849,7142909849,NEW ORLEANS STYLE RED BEANS & RICE MIX,8 OZ,12,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,null,null,null,null,null,INCLUDE
208389,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909943,7142909943,NEW ORLEANS STYLE BLACK BEANS & RICE MIX,7 OZ,12,ZATARAINS,"VEGETABLES, DRIED",null,NEW ORLEANS STYLE BLACK BEANS & RICE MIX,null,7142909943,null,12,INCLUDE
208629,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909177,7142901451,JAMBALAYA WITH CHEESE,8 OZ,12,null,"VEGETABLES, DRIED",null,JAMBALAYA WITH CHEESE,7142909177,null,8 OZ,null,INCLUDE
210287,CHOLULA,CONDIMENTS & SAUCES,HISPANIC-MEXICAN SAUCES SALSA/PICANTE,0,4973395011,GREEN PEPPER SAUCE GLASS BOTTLE,5 OZ,1,CHOLULA,null,HISPANIC-MEXICAN SAUCES SALSA/PICANTE,null,0,4973395011,null,1,INCLUDE
211322,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150001322,2150001328,25 PERCENT LESS SODIUM GARLIC SALT,5.62 OZ,6,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,25 PERCENT LESS SODIUM GARLIC SALT,null,2150001328,5.62 OZ,6,INCLUDE
212597,LAWRYS,CONDIMENTS & SAUCES,MARINADES,2150097602,2150097602,MARINADE STEAKHOUSE & WOOZY SCE,12 OZ,6,LAWRYS,null,MARINADES,MARINADE STEAKHOUSE & WOOZY SCE,2150097602,2150097602,null,6,INCLUDE
212992,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210002992,5210003669,GROUND BLACK PEPPER,1.5 OZ,12,MCCORMICK,null,PEPPER,GROUND BLACK PEPPER,5210002992,5210003669,1.5 OZ,12,INCLUDE
213010,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210003010,5210003753,GROUND BLACK PEPPER,6 OZ,8,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,null,5210003010,null,6 OZ,8,INCLUDE
213750,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210003750,5210003750,GROUND GINGER,.7 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,null,null,null,6,INCLUDE
213786,MCCORMICK,"SALT, SEASONINGS, SPICES",EXTRACTS,5210003786,5210003786,PURE ALMOND EXTRACT,2 OZ,6,MCCORMICK,null,EXTRACTS,PURE ALMOND EXTRACT,5210003786,null,2 OZ,6,INCLUDE
213790,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210003790,5210003790,BLACK AND WHITE PEPPERCORN GRINDER,1.26 OZ,6,null,"SALT, SEASONINGS, SPICES",PEPPER,BLACK AND WHITE PEPPERCORN GRINDER,5210003790,5210003790,1.26 OZ,6,INCLUDE
214643,THAI KITCHEN,PREPARED FOODS,SPECIALTY FOODS-ASIAN/THAI FOOD,73762801055,73762801055,DIPPING SAUCE SWEET RED CHILI,7 OZ,6,null,PREPARED FOODS,SPECIALTY FOODS-ASIAN/THAI FOOD,DIPPING SAUCE SWEET RED CHILI,3762801055,3762801055,7 OZ,6,INCLUDE
215007,LAWRYS,"SALT, SEASONINGS, SPICES",PEPPER,2150000074,2150007400,LEMON PEPPER,2.25 Z,12,LAWRYS,"SALT, SEASONINGS, SPICES",null,LEMON PEPPER,2150000074,2150007400,2.25 Z,12,INCLUDE
215044,MCCORMICK,"SALT, SEASONINGS, SPICES",EXTRACTS,5210005309,5210005309,FOOD COLORS NEON ASSORTED KIT,1.5 OZ,8,MCCORMICK,null,EXTRACTS,FOOD COLORS NEON ASSORTED KIT,5210005309,5210005309,null,8,INCLUDE
215442,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003836456,7003836456,PAPRIKA,2.5 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PAPRIKA,null,7003836456,2.5 OZ,12,INCLUDE
221299,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142902648,7142901299,SHRIMP FRI,24 OZ,8,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,SHRIMP FRI,7142902648,7142901299,24 OZ,null,INCLUDE
221300,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142902431,7142901300,WONDERFUL FISH FRI,24 OZ,8,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,WONDERFUL FISH FRI,null,7142901300,24 OZ,null,INCLUDE
221301,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142902452,7142901301,SEASONED FISH FRI,24 OZ,8,null,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,SEASONED FISH FRI,7142902452,null,24 OZ,8,INCLUDE
221302,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142902655,7142901302,LEMON PEPPER FISH FRI,24 OZ,8,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,LEMON PEPPER FISH FRI,7142902655,7142901302,24 OZ,8,INCLUDE
221303,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142902750,7142901303,CRISPY SEASONED FISH FRI,24 OZ,8,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,CRISPY SEASONED FISH FRI,7142902750,7142901303,24 OZ,8,INCLUDE
221316,ZATARAINS,BAKING MIXES,BISCUIT MIX,7142901316,7142901316,BUTTERMILK BISCUIT MIX,11 OZ,6,ZATARAINS,BAKING MIXES,BISCUIT MIX,BUTTERMILK BISCUIT MIX,7142901316,null,null,6,INCLUDE
221318,ZATARAINS,BAKING MIXES,CORN BREAD - CORN MUFFIN MIX,7142901318,7142901318,CHEDDAR JALAPENO CORNBREAD MIX,12.5 Z,6,ZATARAINS,BAKING MIXES,CORN BREAD - CORN MUFFIN MIX,null,7142901318,7142901318,12.5 Z,null,INCLUDE
221319,ZATARAINS,BAKING MIXES,CORN BREAD - CORN MUFFIN MIX,7142901319,7142901319,HONEY BUTTER CORNBREAD MIX,12.5 Z,6,ZATARAINS,BAKING MIXES,CORN BREAD - CORN MUFFIN MIX,HONEY BUTTER CORNBREAD MIX,7142901319,7142901319,12.5 Z,6,INCLUDE
221320,ZATARAINS,BAKING MIXES,BISCUIT MIX,7142901317,7142901317,GARLIC CHEDDAR BISCUIT MIX,11 OZ,6,null,BAKING MIXES,BISCUIT MIX,GARLIC CHEDDAR BISCUIT MIX,7142901317,7142901317,11 OZ,6,INCLUDE
221397,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150001397,2150001397,PRE PRICE 2.79 SEASONED SALT,12 OZ,12,LAWRYS,null,SALT,PRE PRICE 2.79 SEASONED SALT,2150001397,2150001397,12 OZ,12,INCLUDE
222562,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,0,4150082224,YELLOW MUSTARD QUARTER PALLET,20 OZ,200,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,YELLOW MUSTARD QUARTER PALLET,0,4150082224,20 OZ,null,INCLUDE
224985,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004969,5210004985,PERFECT PINCH CAJUN SEASONING,5 OZ,6,null,"SALT, SEASONINGS, SPICES",null,PERFECT PINCH CAJUN SEASONING,5210004969,5210004985,5 OZ,6,INCLUDE
224988,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004973,5210004973,PERFECT PINCH ITALIAN SEASONING,1.31 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",null,null,5210004973,5210004973,1.31 Z,6,INCLUDE
224989,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004970,5210004989,PERFECT PINCH LEMON PEPPER SEASONING,5.75 Z,6,MCCORMICK,null,SPICES & SEASONINGS,PERFECT PINCH LEMON PEPPER SEASONING,5210004970,5210004989,5.75 Z,6,INCLUDE
224991,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004968,5210004983,PERFECT PINCH ROTISSERIE CHICKEN SEASONING,5 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,null,5210004983,null,6,INCLUDE
224993,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004974,5210004974,PERFECT PINCH SALAD SUPREME SEASONING,4.34 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PERFECT PINCH SALAD SUPREME SEASONING,5210004974,5210004974,4.34 Z,6,INCLUDE
224996,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004971,5210004987,PERFECT PINCH STEAK SEASONING,7 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PERFECT PINCH STEAK SEASONING,5210004971,5210004987,7 OZ,6,INCLUDE
225417,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005417,5210005417,GRILL MATES GRILLERS CHOICE CHICKEN MARINADE,1.12Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES GRILLERS CHOICE CHICKEN MARINADE,5210005417,5210005417,1.12Z,null,INCLUDE
225418,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210005418,5210005418,GRILL MATES GRILLERS CHOICE BEEF MARINADE,1.12Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GRILL MATES GRILLERS CHOICE BEEF MARINADE,5210005418,5210005418,1.12Z,12,INCLUDE
225714,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909523,7142909523,NEW ORLEANS STYLE JAMBALAYA MIX,8 OZ,12,ZATARAINS,"VEGETABLES, DRIED",null,NEW ORLEANS STYLE JAMBALAYA MIX,7142909523,7142909523,8 OZ,12,INCLUDE
230091,FRANKS RED HOT,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,4150001091,4150001091,RED HOT CHILE N LIME SEASONING BLEND,5.43 Z,6,FRANKS RED HOT,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,RED HOT CHILE N LIME SEASONING BLEND,4150001091,4150001091,5.43 Z,6,INCLUDE
230093,FRANKS RED HOT,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,4150001093,4150001093,RED HOT KICKIN BBQ SEASONING BLEND,4.9 OZ,6,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,RED HOT KICKIN BBQ SEASONING BLEND,null,4150001093,4.9 OZ,6,INCLUDE
230107,OLD BAY,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7032801047,7032801047,SEASONING 30 PCT LOW SODIUM,2 OZ,12,OLD BAY,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,SEASONING 30 PCT LOW SODIUM,7032801047,7032801047,2 OZ,null,INCLUDE
230159,ZATARAINS,"SALT, SEASONINGS, SPICES",PEPPER,7142901158,7142901248,CAYANNE PEPPER,3.75 Z,6,ZATARAINS,"SALT, SEASONINGS, SPICES",PEPPER,CAYANNE PEPPER,7142901158,7142901248,3.75 Z,6,INCLUDE
230502,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005001,5210005001,SALT FREE ONION HERB SEASONING,4.16 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,SALT FREE ONION HERB SEASONING,5210005001,5210005001,4.16 OZ,6,INCLUDE
232996,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,0,0,GROUND BLACK PEPPER BONUS,4 OZ,12,MCCORMICK,null,PEPPER,GROUND BLACK PEPPER BONUS,0,null,null,12,INCLUDE
234055,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,5210002359,5210002359,VALU SIZE SEA SALT GRINDER,6.1 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,null,5210002359,5210002359,6.1 OZ,6,INCLUDE
234265,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210057007,5210001255,FOOD SERVICE MONTREAL STEAK SEASONING,29 OZ,1,MCCORMICK,"SALT, SEASONINGS, SPICES",null,FOOD SERVICE MONTREAL STEAK SEASONING,5210057007,5210001255,29 OZ,1,INCLUDE
238208,OLD BAY,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,0,7032882053,ORIGINAL SEASONING,2.62 Z,12,OLD BAY,null,SPICES & SEASONINGS,ORIGINAL SEASONING,0,7032882053,2.62 Z,12,INCLUDE
238261,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210001384,5210001384,GRILL MATES BROWN SUGAR BOURBON MARINADE,1.25Z,12,null,"SALT, SEASONINGS, SPICES",null,null,5210001384,5210001384,1.25Z,12,INCLUDE
239012,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210045150,5210045150,CHEESY TACO SEASONING MIX,1.12 OZ,12,null,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,CHEESY TACO SEASONING MIX,5210045150,5210045150,1.12 OZ,12,INCLUDE
239087,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210046450,5210046450,ORIGINAL BUFFALO WING SEASONING MIX,1.6 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,ORIGINAL BUFFALO WING SEASONING MIX,null,5210046450,1.6 OZ,12,INCLUDE
239244,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210002121,5210002121,FAJITA SEASONING MIX,1.12OZ,12,MCCORMICK,null,DRY SEASONING MIX,FAJITA SEASONING MIX,5210002121,5210002121,1.12OZ,12,INCLUDE
239947,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210003780,5210003780,CHICKEN GRAVY MIX,.87 OZ,24,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,CHICKEN GRAVY MIX,null,5210003780,.87 OZ,24,INCLUDE
239970,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210003850,5210003850,BEEF STROGANOFF MIX,1.5 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,BEEF STROGANOFF MIX,5210003850,5210003850,1.5 OZ,12,INCLUDE
240879,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210009020,5210009020,MUSHROOM GRAVY MIX,.75 OZ,12,null,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,MUSHROOM GRAVY MIX,5210009020,null,null,12,INCLUDE
241588,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210009160,5210009160,ENCHILADA SAUCE MIX,1.5 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,null,5210009160,5210009160,1.5 OZ,12,INCLUDE
241711,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210009690,5210009690,AU JUS GRAVY MIX,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,AU JUS GRAVY MIX,null,5210009690,1 OZ,12,INCLUDE
241836,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210009880,5210009880,ONION GRAVY MIX,.87 OZ,12,MCCORMICK,null,null,ONION GRAVY MIX,null,5210009880,.87 OZ,null,INCLUDE
241893,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210074757,5210074757,HOLLANDAISE SAUCE MIX,1.25OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,HOLLANDAISE SAUCE MIX,null,5210074757,null,12,INCLUDE
244005,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000651,5210000651,GROUND CUMIN,1.5 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,5210000651,5210000651,null,null,INCLUDE
